type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,local_time,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787493,0,0,0,0,1723324787493,124,[-17 19 -17 20 -16 20 -17 23 -17 21 -18 21 -16 20 -17 20 -16 20 -15 21 -15 20 -15 20 -15 20 -14 19 -14 19 -13 18 -13 18 -14 17 -13 16 -13 16 -13 15 -12 15 -12 14 -13 13 -13 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -4 0 -2 -1 -1 -1 0 -1 1 -1 2 -1 4 -2 5 -3 7 -5 8 -5 9 -7 13 10 -9 13 10 -10 12 -10 12 -13 11 -13 13 -13 13 -12 13 -15 14 -16 15 -18 15 -16 16 -16 17 -16 18]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787518,0,0,0,0,1723324787518,124,[3 -25 2 -26 2 -27 2 -27 3 -27 3 -27 3 -28 2 -26 2 -27 1 -27 1 -26 1 -25 0 -25 0 -24 0 -24 0 -24 1 -23 1 -22 1 -21 1 -21 1 -19 1 -19 1 -19 2 -18 3 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 -1 -1 -1 -2 -2 -3 -2 -5 -2 -6 -1 -8 -1 -10 -1 -12 0 -13 1 -14 2 -15 3 -16 3 -17 4 -18 4 -19 4 -20 5 -20 5 -21 5 -21 5 -23 4 -23 4 -23 4 -25]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787531,0,0,0,0,1723324787531,124,[-3 -25 -3 -26 -4 -27 -3 -27 -3 -27 -4 -27 -3 -27 -4 -26 -4 -26 -5 -26 -5 -25 -5 -25 -5 -25 -5 -24 -6 -24 -5 -23 -5 -23 -4 -22 -4 -21 -3 -21 -3 -19 -3 -19 -3 -19 -3 -18 -1 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 -1 -1 -1 -2 -3 -3 -4 -3 -6 -3 -8 -3 -9 -3 -12 -2 -14 -2 -14 -2 -15 0 -16 0 -17 0 -18 0 -19 0 -21 1 -21 1 -22 0 -22 0 -23 -1 -24 -1 -24 -1 -26]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787551,0,0,0,0,1723324787551,124,[-18 -19 -18 -19 -18 -21 -19 -20 -19 -20 -19 -20 -19 -20 -19 -20 -18 -20 -18 -20 -18 -18 -18 -18 -18 -17 -18 -17 -17 -17 -17 -17 -17 -16 -16 -16 -15 -15 -15 -15 -14 -14 -13 -14 -13 -15 -12 -15 -11 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 -1 -1 -2 0 -3 -2 -4 -2 -5 -4 -7 -5 -8 -6 -9 -8 -9 -10 -10 -11 -10 -12 -10 -13 -11 -15 -10 -15 -11 -16 -12 -17 -12 -17 -13 -18 -13 -18 -13 -19 -14 -20 -14 -19 -16 -20]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787578,0,0,0,0,1723324787578,124,[24 -8 25 -8 25 -8 25 -8 25 -9 25 -9 26 -8 24 -8 24 -8 24 -9 23 -9 23 -9 23 -9 22 -9 22 -9 21 -8 21 -8 20 -8 19 -7 19 -7 18 -6 18 -6 18 -6 17 -5 17 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 2 -2 2 -1 0 0 -1 1 -2 1 -2 3 -3 4 -4 6 -4 8 -5 13 10 -5 11 -5 13 -5 15 -4 15 -4 16 -4 17 -3 17 -4 19 -4 20 -4 20 -4 21 -4 22 -4 22 -5 23 -6 24]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787591,0,0,0,0,1723324787591,124,[24 -6 26 -6 25 -6 26 -7 26 -6 26 -7 26 -7 25 -7 25 -7 24 -8 24 -8 23 -8 23 -8 22 -8 22 -8 22 -7 21 -7 20 -7 20 -6 19 -6 18 -5 18 -5 17 -5 17 -4 17 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 2 -2 1 -1 0 0 -1 1 -1 2 -2 2 -3 4 -3 6 -4 8 -5 13 10 -4 11 -4 14 -3 15 -3 16 -3 16 -2 17 -2 18 -2 20 -2 20 -2 21 -2 22 -3 22 -3 23 -4 23 -4 24]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787612,0,0,0,0,1723324787612,124,[-18 18 -19 19 -18 18 -19 20 -19 19 -19 19 -19 19 -18 19 -18 18 -17 19 -17 19 -16 18 -16 19 -15 18 -16 18 -15 17 -15 17 -15 16 -14 15 -14 15 -13 14 -13 14 -13 13 -13 13 -14 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 0 -2 0 -1 -1 0 -1 1 -1 2 -2 3 -3 5 -4 6 -6 7 -7 8 -9 9 -11 9 -12 13 10 -13 13 10 -13 13 10 -14 11 -14 11 -16 12 -16 12 -18 13 -18 14 -18 13 -18 15 -19]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787631,0,0,0,0,1723324787631,124,[1 25 2 26 2 25 2 26 2 26 2 26 2 27 2 26 2 26 3 25 3 24 3 24 3 24 3 23 3 23 3 22 2 22 2 21 2 20 2 20 1 19 1 18 1 18 0 17 -1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 -2 -2 -2 -1 -1 -1 0 0 0 1 2 2 3 2 5 3 7 2 9 2 11 2 12 1 13 0 14 0 15 0 17 -1 18 -1 18 -1 19 -1 20 -1 21 -1 22 -1 22 0 23 0 23 0 25]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787651,0,0,0,0,1723324787651,124,[-5 -25 -5 -26 -6 -26 -6 -27 -6 -27 -6 -27 -5 -27 -6 -26 -6 -26 -7 -26 -6 -25 -7 -24 -7 -25 -7 -23 -7 -23 -7 -23 -6 -22 -6 -22 -6 -21 -5 -20 -5 -20 -4 -19 -4 -19 -4 -18 -3 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 -1 -1 -1 -1 -2 -3 -3 -4 -4 -6 -4 -8 -4 -9 -4 -11 -3 -13 -3 -14 -3 -15 -2 -17 -2 -18 -2 -18 -1 -19 -2 -20 -1 -21 -2 -22 -2 -22 -2 -23 -3 -23 -3 -24 -3 -26]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787678,0,0,0,0,1723324787678,124,[19 16 19 17 20 16 20 16 20 17 20 17 20 17 19 17 20 16 20 15 20 14 19 13 19 14 19 13 18 13 18 13 18 13 16 13 16 12 15 12 14 12 14 12 14 11 13 11 12 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 0 -2 0 -1 -1 0 -1 1 -1 2 0 3 1 5 2 6 3 8 3 9 5 13 10 7 13 10 8 11 9 11 11 11 12 12 13 12 13 13 13 13 15 13 15 14 16 14 16 16 15 17 16]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787692,0,0,0,0,1723324787692,124,[30 -15 30 -15 30 -16 30 -17 31 -16 31 -16 31 -16 30 -16 29 -17 28 -17 28 -17 27 -17 27 -17 26 -17 25 -17 25 -16 24 -15 24 -15 23 -13 23 -14 22 -12 21 -13 21 -12 21 -11 21 -10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 3 -2 1 -1 1 0 -1 1 -2 1 -3 3 -5 5 -6 7 -7 13 10 -7 12 -8 14 -9 16 -8 18 -8 19 -8 21 -8 21 -8 23 -8 24 -9 25 -9 26 -9 27 -9 27 -11 28 -12 28 -12 29]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787730,0,0,0,0,1723324787730,124,[-12 26 -12 27 -12 27 -12 27 -12 27 -12 27 -12 27 -12 27 -11 27 -10 27 -10 26 -10 26 -10 26 -9 25 -9 25 -8 24 -8 23 -10 23 -9 21 -9 21 -9 19 -9 19 -8 19 -9 19 -10 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -4 -1 -2 -1 -2 -1 -1 0 1 0 3 -1 5 -1 7 -2 8 -3 9 -3 12 -6 13 -6 14 -8 15 -9 16 -10 17 -10 17 -10 18 -11 19 -12 19 -13 20 -13 21 -13 22 -12 23 -12 24 -12 25]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1723324787762,0,0,0,0,1723324787762,124,[25 2 25 2 25 1 25 1 26 1 26 1 25 2 25 1 25 1 25 0 24 -1 24 -1 23 0 23 0 23 0 23 0 21 0 21 1 20 0 19 0 18 1 18 1 18 1 17 1 17 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 1 -2 0 -1 0 0 -1 1 -1 2 -2 3 -2 5 -2 7 -2 9 -2 13 10 -1 12 -1 13 0 14 1 15 1 16 2 16 3 18 3 18 3 20 3 20 3 21 3 21 3 23 3 23 3 23]
